selected_path,relative_path,collection_folder,scale_family,style,pattern_label,surface_label,mood_tags,key_folder,key_index,major_key,minor_key,normalized_group_id
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - I vi IV iii - Nostalgic Romantic.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - I vi IV iii - Nostalgic Romantic.mid,4 Progression,Major,pop2,I vi IV iii,Nostalgic Romantic,Nostalgic|Romantic,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|I vi IV iii|Nostalgic Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - I vi IV iii - Nostalgic Romantic.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - I vi IV iii - Nostalgic Romantic.mid,4 Progression,Major,pop2,I vi IV iii,Nostalgic Romantic,Nostalgic|Romantic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|I vi IV iii|Nostalgic Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - I vi IV iii - Nostalgic Romantic.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - I vi IV iii - Nostalgic Romantic.mid,4 Progression,Major,pop2,I vi IV iii,Nostalgic Romantic,Nostalgic|Romantic,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|I vi IV iii|Nostalgic Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - I vi ii IV - Tender Nostalgic.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - I vi ii IV - Tender Nostalgic.mid,4 Progression,Major,pop2,I vi ii IV,Tender Nostalgic,Tender|Nostalgic,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|I vi ii IV|Tender Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - I vi ii IV - Tender Nostalgic.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - I vi ii IV - Tender Nostalgic.mid,4 Progression,Major,pop2,I vi ii IV,Tender Nostalgic,Tender|Nostalgic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|I vi ii IV|Tender Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - I vi ii IV - Tender Nostalgic.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - I vi ii IV - Tender Nostalgic.mid,4 Progression,Major,pop2,I vi ii IV,Tender Nostalgic,Tender|Nostalgic,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|I vi ii IV|Tender Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - I vi ii V - Nostalgic Romantic.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - I vi ii V - Nostalgic Romantic.mid,4 Progression,Major,pop2,I vi ii V,Nostalgic Romantic,Nostalgic|Romantic,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|I vi ii V|Nostalgic Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - I vi ii V - Nostalgic Romantic.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - I vi ii V - Nostalgic Romantic.mid,4 Progression,Major,pop2,I vi ii V,Nostalgic Romantic,Nostalgic|Romantic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|I vi ii V|Nostalgic Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - I vi ii V - Nostalgic Romantic.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - I vi ii V - Nostalgic Romantic.mid,4 Progression,Major,pop2,I vi ii V,Nostalgic Romantic,Nostalgic|Romantic,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|I vi ii V|Nostalgic Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - I7 V7 viadd9 IV7 - Playful Joyful.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - I7 V7 viadd9 IV7 - Playful Joyful.mid,4 Progression,Major,pop2,I7 V7 viadd9 IV7,Playful Joyful,Playful|Joyful,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|I7 V7 viadd9 IV7|Playful Joyful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - I7 V7 viadd9 IV7 - Playful Joyful.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - I7 V7 viadd9 IV7 - Playful Joyful.mid,4 Progression,Major,pop2,I7 V7 viadd9 IV7,Playful Joyful,Playful|Joyful,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|I7 V7 viadd9 IV7|Playful Joyful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - I7 V7 viadd9 IV7 - Playful Joyful.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - I7 V7 viadd9 IV7 - Playful Joyful.mid,4 Progression,Major,pop2,I7 V7 viadd9 IV7,Playful Joyful,Playful|Joyful,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|I7 V7 viadd9 IV7|Playful Joyful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV I IV6 Iadd9 - Relaxed Joyful.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV I IV6 Iadd9 - Relaxed Joyful.mid,4 Progression,Major,pop2,IV I IV6 Iadd9,Relaxed Joyful,Relaxed|Joyful,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|IV I IV6 Iadd9|Relaxed Joyful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV I IV6 Iadd9 - Relaxed Joyful.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV I IV6 Iadd9 - Relaxed Joyful.mid,4 Progression,Major,pop2,IV I IV6 Iadd9,Relaxed Joyful,Relaxed|Joyful,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|IV I IV6 Iadd9|Relaxed Joyful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV I IV6 Iadd9 - Relaxed Joyful.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV I IV6 Iadd9 - Relaxed Joyful.mid,4 Progression,Major,pop2,IV I IV6 Iadd9,Relaxed Joyful,Relaxed|Joyful,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|IV I IV6 Iadd9|Relaxed Joyful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV I V vi - Joyful Romantic.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV I V vi - Joyful Romantic.mid,4 Progression,Major,pop2,IV I V vi,Joyful Romantic,Joyful|Romantic,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|IV I V vi|Joyful Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV I V vi - Joyful Romantic.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV I V vi - Joyful Romantic.mid,4 Progression,Major,pop2,IV I V vi,Joyful Romantic,Joyful|Romantic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|IV I V vi|Joyful Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV I V vi - Joyful Romantic.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV I V vi - Joyful Romantic.mid,4 Progression,Major,pop2,IV I V vi,Joyful Romantic,Joyful|Romantic,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|IV I V vi|Joyful Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV I ii vi - Nostalgic Peaceful.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV I ii vi - Nostalgic Peaceful.mid,4 Progression,Major,pop2,IV I ii vi,Nostalgic Peaceful,Nostalgic|Peaceful,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|IV I ii vi|Nostalgic Peaceful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV I ii vi - Nostalgic Peaceful.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV I ii vi - Nostalgic Peaceful.mid,4 Progression,Major,pop2,IV I ii vi,Nostalgic Peaceful,Nostalgic|Peaceful,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|IV I ii vi|Nostalgic Peaceful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV I ii vi - Nostalgic Peaceful.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV I ii vi - Nostalgic Peaceful.mid,4 Progression,Major,pop2,IV I ii vi,Nostalgic Peaceful,Nostalgic|Peaceful,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|IV I ii vi|Nostalgic Peaceful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV I iii IV - Playful Joyful.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV I iii IV - Playful Joyful.mid,4 Progression,Major,pop2,IV I iii IV,Playful Joyful,Playful|Joyful,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|IV I iii IV|Playful Joyful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV I iii IV - Playful Joyful.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV I iii IV - Playful Joyful.mid,4 Progression,Major,pop2,IV I iii IV,Playful Joyful,Playful|Joyful,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|IV I iii IV|Playful Joyful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV I iii IV - Playful Joyful.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV I iii IV - Playful Joyful.mid,4 Progression,Major,pop2,IV I iii IV,Playful Joyful,Playful|Joyful,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|IV I iii IV|Playful Joyful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV IV I V - Joyful Hopeful.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV IV I V - Joyful Hopeful.mid,4 Progression,Major,pop2,IV IV I V,Joyful Hopeful,Joyful|Hopeful,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|IV IV I V|Joyful Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV IV I V - Joyful Hopeful.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV IV I V - Joyful Hopeful.mid,4 Progression,Major,pop2,IV IV I V,Joyful Hopeful,Joyful|Hopeful,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|IV IV I V|Joyful Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV IV I V - Joyful Hopeful.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV IV I V - Joyful Hopeful.mid,4 Progression,Major,pop2,IV IV I V,Joyful Hopeful,Joyful|Hopeful,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|IV IV I V|Joyful Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV vi I V - Hopeful Romantic.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV vi I V - Hopeful Romantic.mid,4 Progression,Major,pop2,IV vi I V,Hopeful Romantic,Hopeful|Romantic,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|IV vi I V|Hopeful Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV vi I V - Hopeful Romantic.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV vi I V - Hopeful Romantic.mid,4 Progression,Major,pop2,IV vi I V,Hopeful Romantic,Hopeful|Romantic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|IV vi I V|Hopeful Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV vi I V - Hopeful Romantic.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV vi I V - Hopeful Romantic.mid,4 Progression,Major,pop2,IV vi I V,Hopeful Romantic,Hopeful|Romantic,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|IV vi I V|Hopeful Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV vi IV vi - Nostalgic.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV vi IV vi - Nostalgic.mid,4 Progression,Major,pop2,IV vi IV vi,Nostalgic,Nostalgic,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|IV vi IV vi|Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV vi IV vi - Nostalgic.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV vi IV vi - Nostalgic.mid,4 Progression,Major,pop2,IV vi IV vi,Nostalgic,Nostalgic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|IV vi IV vi|Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV vi IV vi - Nostalgic.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV vi IV vi - Nostalgic.mid,4 Progression,Major,pop2,IV vi IV vi,Nostalgic,Nostalgic,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|IV vi IV vi|Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV vi iii I - Nostalgic Playful.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - IV vi iii I - Nostalgic Playful.mid,4 Progression,Major,pop2,IV vi iii I,Nostalgic Playful,Nostalgic|Playful,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|IV vi iii I|Nostalgic Playful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV vi iii I - Nostalgic Playful.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - IV vi iii I - Nostalgic Playful.mid,4 Progression,Major,pop2,IV vi iii I,Nostalgic Playful,Nostalgic|Playful,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|IV vi iii I|Nostalgic Playful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV vi iii I - Nostalgic Playful.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - IV vi iii I - Nostalgic Playful.mid,4 Progression,Major,pop2,IV vi iii I,Nostalgic Playful,Nostalgic|Playful,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|IV vi iii I|Nostalgic Playful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - Isus2 I vi7 visus4 - Playful Romantic.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - Isus2 I vi7 visus4 - Playful Romantic.mid,4 Progression,Major,pop2,Isus2 I vi7 visus4,Playful Romantic,Playful|Romantic,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|Isus2 I vi7 visus4|Playful Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - Isus2 I vi7 visus4 - Playful Romantic.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - Isus2 I vi7 visus4 - Playful Romantic.mid,4 Progression,Major,pop2,Isus2 I vi7 visus4,Playful Romantic,Playful|Romantic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|Isus2 I vi7 visus4|Playful Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - Isus2 I vi7 visus4 - Playful Romantic.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - Isus2 I vi7 visus4 - Playful Romantic.mid,4 Progression,Major,pop2,Isus2 I vi7 visus4,Playful Romantic,Playful|Romantic,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|Isus2 I vi7 visus4|Playful Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - V I vi V - Hopeful Romantic.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - V I vi V - Hopeful Romantic.mid,4 Progression,Major,pop2,V I vi V,Hopeful Romantic,Hopeful|Romantic,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|V I vi V|Hopeful Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - V I vi V - Hopeful Romantic.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - V I vi V - Hopeful Romantic.mid,4 Progression,Major,pop2,V I vi V,Hopeful Romantic,Hopeful|Romantic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|V I vi V|Hopeful Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - V I vi V - Hopeful Romantic.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - V I vi V - Hopeful Romantic.mid,4 Progression,Major,pop2,V I vi V,Hopeful Romantic,Hopeful|Romantic,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|V I vi V|Hopeful Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - V IV vi I - Hopeful Triumphant.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - V IV vi I - Hopeful Triumphant.mid,4 Progression,Major,pop2,V IV vi I,Hopeful Triumphant,Hopeful|Triumphant,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|V IV vi I|Hopeful Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - V IV vi I - Hopeful Triumphant.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - V IV vi I - Hopeful Triumphant.mid,4 Progression,Major,pop2,V IV vi I,Hopeful Triumphant,Hopeful|Triumphant,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|V IV vi I|Hopeful Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - V IV vi I - Hopeful Triumphant.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - V IV vi I - Hopeful Triumphant.mid,4 Progression,Major,pop2,V IV vi I,Hopeful Triumphant,Hopeful|Triumphant,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|V IV vi I|Hopeful Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - V vi IV I - Hopeful Romantic.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - V vi IV I - Hopeful Romantic.mid,4 Progression,Major,pop2,V vi IV I,Hopeful Romantic,Hopeful|Romantic,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|V vi IV I|Hopeful Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - V vi IV I - Hopeful Romantic.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - V vi IV I - Hopeful Romantic.mid,4 Progression,Major,pop2,V vi IV I,Hopeful Romantic,Hopeful|Romantic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|V vi IV I|Hopeful Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - V vi IV I - Hopeful Romantic.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - V vi IV I - Hopeful Romantic.mid,4 Progression,Major,pop2,V vi IV I,Hopeful Romantic,Hopeful|Romantic,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|V vi IV I|Hopeful Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - ii IV V V - Hopeful.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - ii IV V V - Hopeful.mid,4 Progression,Major,pop2,ii IV V V,Hopeful,Hopeful,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|ii IV V V|Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - ii IV V V - Hopeful.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - ii IV V V - Hopeful.mid,4 Progression,Major,pop2,ii IV V V,Hopeful,Hopeful,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|ii IV V V|Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - ii IV V V - Hopeful.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - ii IV V V - Hopeful.mid,4 Progression,Major,pop2,ii IV V V,Hopeful,Hopeful,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|ii IV V V|Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - ii IV vi V - Romantic.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - ii IV vi V - Romantic.mid,4 Progression,Major,pop2,ii IV vi V,Romantic,Romantic,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|ii IV vi V|Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - ii IV vi V - Romantic.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - ii IV vi V - Romantic.mid,4 Progression,Major,pop2,ii IV vi V,Romantic,Romantic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|ii IV vi V|Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - ii IV vi V - Romantic.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - ii IV vi V - Romantic.mid,4 Progression,Major,pop2,ii IV vi V,Romantic,Romantic,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|ii IV vi V|Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - ii V I IV - Hopeful Triumphant.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - ii V I IV - Hopeful Triumphant.mid,4 Progression,Major,pop2,ii V I IV,Hopeful Triumphant,Hopeful|Triumphant,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|ii V I IV|Hopeful Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - ii V I IV - Hopeful Triumphant.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - ii V I IV - Hopeful Triumphant.mid,4 Progression,Major,pop2,ii V I IV,Hopeful Triumphant,Hopeful|Triumphant,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|ii V I IV|Hopeful Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - ii V I IV - Hopeful Triumphant.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - ii V I IV - Hopeful Triumphant.mid,4 Progression,Major,pop2,ii V I IV,Hopeful Triumphant,Hopeful|Triumphant,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|ii V I IV|Hopeful Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Major/pop2 style/C - ii V I I - Triumphant.mid,01 - C Major - A minor/4 Progression/Major/pop2 style/C - ii V I I - Triumphant.mid,4 Progression,Major,pop2,ii V I I,Triumphant,Triumphant,01 - C Major - A minor,1,C Major,A minor,progression|Major|pop2|ii V I I|Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - ii V I I - Triumphant.mid,07 - Gb Major - Eb minor/4 Progression/Major/pop2 style/Gb - ii V I I - Triumphant.mid,4 Progression,Major,pop2,ii V I I,Triumphant,Triumphant,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Major|pop2|ii V I I|Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Major/pop2 style/B - ii V I I - Triumphant.mid,12 - B Major - G# minor/4 Progression/Major/pop2 style/B - ii V I I - Triumphant.mid,4 Progression,Major,pop2,ii V I I,Triumphant,Triumphant,12 - B Major - G# minor,12,B Major,G# minor,progression|Major|pop2|ii V I I|Triumphant
